acid,sol_id,ts_cnt,bank_id,del_flg,flow_id,flow_amt,shdl_num,lchg_time,rcre_time,num_of_dmds,instlmnt_ind,last_rec_flg,lchg_user_id,lr_freq_days,lr_freq_type,num_of_flows,rcre_user_id,instlmnt_pcnt,next_dmd_date,entity_cre_flg,lr_freq_months,flow_start_date,lr_freq_cal_base,lr_freq_start_dd,lr_freq_week_day,lr_freq_week_num,lr_int_freq_days,lr_int_freq_type,lr_freq_hldy_stat,next_dmd_ref_date,next_int_dmd_date,lr_int_freq_months,current_int_rec_flg,lr_int_freq_cal_base,lr_int_freq_start_dd,lr_int_freq_week_day,lr_int_freq_week_num,lr_int_freq_hldy_stat,next_int_dmd_ref_date,updated_at
AC11805861,01,3,1,N,EIDEM,193652.94,2,2011-09-19T18:57:54,2010-02-01T17:00:37,1,,Y,SAILUB,,M,52,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC86112364,01,3,1,N,EIDEM,161497.4,2,2011-09-21T19:16:33,2010-02-01T16:57:44,1,,Y,SAGARM,,M,54,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC86112364,01,16,1,N,EIDEM,164839.29,3,2011-09-21T19:16:33,2010-03-03T09:29:51,14,,Y,SAGARM,,M,53,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC86112364,01,6,1,N,EIDEM,164839.29,4,2011-09-21T19:16:33,2011-05-09T11:23:42,5,,Y,SAGARM,,M,43,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC86112364,01,9,1,N,EIDEM,158176.13,1,2011-09-21T19:16:33,2009-07-14T15:49:22,6,,Y,SAGARM,,M,60,PUJANB,0,2099-12-31T00:00:00.000000,Y,,2009-08-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC65782734,01,3,1,N,INDEM,0.0,1,2012-01-03T19:21:18,2009-06-05T14:19:17,1,,N,SAGARM,,B,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-06-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC65782734,01,16,1,N,EIDEM,44208.11,3,2012-01-03T19:21:18,2010-03-03T09:29:51,14,,Y,SAGARM,,M,52,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC65782734,01,11,1,N,EIDEM,42354.24,1,2012-01-03T19:21:18,2009-06-05T14:19:17,7,,Y,SAGARM,,M,60,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-07-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC65782734,01,9,1,N,EIDEM,44208.11,4,2012-01-03T19:21:18,2011-05-09T11:23:41,8,,Y,SAGARM,,M,41,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC65782734,01,3,1,N,EIDEM,43326.49,2,2012-01-03T19:21:18,2010-02-01T16:57:43,1,,Y,SAGARM,,M,53,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC29029063,01,9,1,N,EIDEM,43754.23,4,2012-01-03T19:21:23,2011-05-09T11:23:41,8,,Y,SAGARM,,M,41,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC29029063,01,3,1,N,EIDEM,42881.66,2,2012-01-03T19:21:23,2010-02-01T16:57:44,1,,Y,SAGARM,,M,53,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC29029063,01,11,1,N,EIDEM,41919.39,1,2012-01-03T19:21:23,2009-06-05T14:22:40,7,,Y,SAGARM,,M,60,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-07-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC29029063,01,16,1,N,EIDEM,43754.23,3,2012-01-03T19:21:23,2010-03-03T09:29:51,14,,Y,SAGARM,,M,52,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC29029063,01,3,1,N,INDEM,0.0,1,2012-01-03T19:21:23,2009-06-05T14:22:40,1,,N,SAGARM,,B,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-06-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC96372118,01,9,1,N,EIDEM,43754.23,4,2012-01-03T19:21:27,2011-05-09T11:23:41,8,,Y,SAGARM,,M,41,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC96372118,01,3,1,N,INDEM,0.0,1,2012-01-03T19:21:27,2009-06-05T14:25:37,1,,N,SAGARM,,B,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-06-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC96372118,01,11,1,N,EIDEM,41919.39,1,2012-01-03T19:21:27,2009-06-05T14:25:37,7,,Y,SAGARM,,M,60,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-07-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC96372118,01,3,1,N,EIDEM,42881.66,2,2012-01-03T19:21:27,2010-02-01T16:57:44,1,,Y,SAGARM,,M,53,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC96372118,01,16,1,N,EIDEM,43754.23,3,2012-01-03T19:21:27,2010-03-03T09:29:51,14,,Y,SAGARM,,M,52,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC49226384,01,3,1,N,EIDEM,42881.66,2,2012-01-03T19:21:32,2010-02-01T16:57:44,1,,Y,SAGARM,,M,53,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC49226384,01,3,1,N,INDEM,0.0,1,2012-01-03T19:21:32,2009-06-05T14:31:25,1,,N,SAGARM,,B,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-06-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC49226384,01,16,1,N,EIDEM,43754.23,3,2012-01-03T19:21:32,2010-03-03T09:29:51,14,,Y,SAGARM,,M,52,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC49226384,01,11,1,N,EIDEM,41919.39,1,2012-01-03T19:21:32,2009-06-05T14:31:25,7,,Y,SAGARM,,M,60,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-07-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC49226384,01,9,1,N,EIDEM,43754.23,4,2012-01-03T19:21:32,2011-05-09T11:23:41,8,,Y,SAGARM,,M,41,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC28553684,01,16,1,N,EIDEM,43755.49,3,2012-01-03T19:21:35,2010-03-03T09:29:51,14,,Y,SAGARM,,M,52,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC28553684,01,9,1,N,EIDEM,43755.49,4,2012-01-03T19:21:35,2011-05-09T11:23:41,8,,Y,SAGARM,,M,41,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC28553684,01,11,1,N,EIDEM,41919.39,1,2012-01-03T19:21:35,2009-06-05T14:35:55,7,,Y,SAGARM,,M,60,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-07-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC28553684,01,3,1,N,INDEM,0.0,1,2012-01-03T19:21:35,2009-06-05T14:35:55,1,,N,SAGARM,,B,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-06-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC28553684,01,3,1,N,EIDEM,42882.9,2,2012-01-03T19:21:35,2010-02-01T16:57:44,1,,Y,SAGARM,,M,53,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC98827408,01,9,1,N,EIDEM,44208.11,4,2012-01-11T11:01:28,2011-05-09T11:23:41,8,,Y,SAILUB,,M,41,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC98827408,01,3,1,N,INDEM,0.0,1,2012-01-11T11:01:28,2009-06-05T14:15:08,1,,N,SAILUB,,B,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-06-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC98827408,01,3,1,N,EIDEM,43326.49,2,2012-01-11T11:01:28,2010-02-01T16:48:21,1,,Y,SAILUB,,M,53,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC98827408,01,16,1,N,EIDEM,44208.11,3,2012-01-11T11:01:28,2010-03-03T09:29:51,14,,Y,SAILUB,,M,52,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC98827408,01,11,1,N,EIDEM,42354.24,1,2012-01-11T11:01:28,2009-06-05T14:15:08,7,,Y,SAILUB,,M,60,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-07-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC45740019,01,3,1,N,INDEM,0.0,1,2012-02-01T17:17:33,2009-06-05T14:50:16,1,,N,AMITS,,B,1,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-06-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC45740019,01,11,1,N,EIDEM,41484.54,1,2012-02-01T17:17:33,2009-06-05T14:50:16,7,,Y,AMITS,,M,60,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2009-07-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC45740019,01,16,1,N,EIDEM,43301.68,3,2012-02-01T17:17:33,2010-03-03T09:29:51,14,,Y,AMITS,,M,52,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC45740019,01,3,1,N,EIDEM,42438.14,2,2012-02-01T17:17:33,2010-02-01T16:57:44,1,,Y,AMITS,,M,53,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC45740019,01,9,1,N,EIDEM,43301.68,4,2012-02-01T17:17:33,2011-05-09T11:23:42,8,,Y,AMITS,,M,41,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC14042152,01,12,1,N,EIDEM,42245.78,4,2012-06-22T12:16:17,2011-05-09T11:23:39,11,,Y,REJINAPJ,,M,31,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC14042152,01,16,1,N,EIDEM,42245.78,3,2012-06-22T12:16:17,2010-03-03T09:29:51,14,,Y,REJINAPJ,,M,43,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC14042152,01,20,1,N,EIDEM,40408.53,1,2012-06-22T12:16:17,2008-09-10T13:18:37,16,,Y,REJINAPJ,,M,60,BISHNUKG,0,2099-12-31T00:00:00.000000,Y,,2008-10-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC14042152,01,3,1,N,INDEM,0.0,1,2012-06-22T12:16:17,2008-09-10T13:18:37,1,,N,REJINAPJ,,B,1,BISHNUKG,0,2099-12-31T00:00:00.000000,Y,,2008-09-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC14042152,01,3,1,N,EIDEM,41532.26,2,2012-06-22T12:16:17,2010-02-01T16:54:31,1,,Y,REJINAPJ,,M,44,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC87513015,01,20,1,N,EIDEM,40408.53,1,2012-06-22T12:16:21,2008-09-10T13:26:35,16,,Y,REJINAPJ,,M,60,BISHNUKG,0,2099-12-31T00:00:00.000000,Y,,2008-10-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC87513015,01,3,1,N,INDEM,0.0,1,2012-06-22T12:16:21,2008-09-10T13:26:35,1,,N,REJINAPJ,,B,1,BISHNUKG,0,2099-12-31T00:00:00.000000,Y,,2008-09-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC87513015,01,3,1,N,EIDEM,41532.26,2,2012-06-22T12:16:21,2010-02-01T16:54:32,1,,Y,REJINAPJ,,M,44,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC87513015,01,16,1,N,EIDEM,42245.78,3,2012-06-22T12:16:21,2010-03-03T09:29:51,14,,Y,REJINAPJ,,M,43,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC87513015,01,12,1,N,EIDEM,42245.78,4,2012-06-22T12:16:21,2011-05-09T11:23:39,11,,Y,REJINAPJ,,M,31,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC28717776,01,3,1,N,EIDEM,41532.65,2,2012-06-22T12:16:25,2010-02-01T16:54:32,1,,Y,REJINAPJ,,M,44,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC28717776,01,3,1,N,INDEM,0.0,1,2012-06-22T12:16:25,2008-09-10T14:04:31,1,,N,REJINAPJ,,B,1,BISHNUKG,0,2099-12-31T00:00:00.000000,Y,,2008-09-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC28717776,01,12,1,N,EIDEM,42246.17,4,2012-06-22T12:16:25,2011-05-09T11:23:39,11,,Y,REJINAPJ,,M,31,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC28717776,01,20,1,N,EIDEM,40408.53,1,2012-06-22T12:16:25,2008-09-10T14:04:31,16,,Y,REJINAPJ,,M,60,BISHNUKG,0,2099-12-31T00:00:00.000000,Y,,2008-10-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC28717776,01,16,1,N,EIDEM,42246.17,3,2012-06-22T12:16:25,2010-03-03T09:29:51,14,,Y,REJINAPJ,,M,43,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC60278674,01,3,1,N,INDEM,0.0,1,2012-06-22T12:16:29,2008-09-10T14:13:47,1,,N,REJINAPJ,,B,1,BISHNUKG,0,2099-12-31T00:00:00.000000,Y,,2008-09-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
AC60278674,01,20,1,N,EIDEM,40408.53,1,2012-06-22T12:16:29,2008-09-10T14:13:47,16,,Y,REJINAPJ,,M,60,BISHNUKG,0,2099-12-31T00:00:00.000000,Y,,2008-10-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC60278674,01,3,1,N,EIDEM,41533.15,2,2012-06-22T12:16:29,2010-02-01T16:54:32,1,,Y,REJINAPJ,,M,44,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC60278674,01,16,1,N,EIDEM,42246.68,3,2012-06-22T12:16:29,2010-03-03T09:29:51,14,,Y,REJINAPJ,,M,43,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC60278674,01,12,1,N,EIDEM,42246.68,4,2012-06-22T12:16:29,2011-05-09T11:23:39,11,,Y,REJINAPJ,,M,31,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC81534754,01,12,1,N,EIDEM,42246.68,4,2012-06-22T12:16:33,2011-05-09T11:23:40,11,,Y,REJINAPJ,,M,31,AMITS,0,2099-12-31T00:00:00.000000,Y,,2011-05-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC81534754,01,3,1,N,EIDEM,41533.15,2,2012-06-22T12:16:33,2010-02-01T17:00:37,1,,Y,REJINAPJ,,M,44,SUBASD,0,2099-12-31T00:00:00.000000,Y,,2010-02-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC81534754,01,16,1,N,EIDEM,42246.68,3,2012-06-22T12:16:33,2010-03-03T09:29:51,14,,Y,REJINAPJ,,M,43,ASHOKT,0,2099-12-31T00:00:00.000000,Y,,2010-03-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC81534754,01,20,1,N,EIDEM,40408.53,1,2012-06-22T12:16:33,2008-09-11T11:43:40,16,,Y,REJINAPJ,,M,60,PUJANB,0,2099-12-31T00:00:00.000000,Y,,2008-10-12T00:00:00.000000,,12,0,,,M,P,,2099-12-31T00:00:00.000000,,Y,,12.0,0.0,,P,,2024-08-07 06:52:36.003
AC81534754,01,3,1,N,INDEM,0.0,1,2012-06-22T12:16:33,2008-09-11T11:43:40,1,,N,REJINAPJ,,B,1,PUJANB,0,2099-12-31T00:00:00.000000,Y,,2008-09-12T00:00:00.000000,,0,0,,,,N,,2099-12-31T00:00:00.000000,,N,,0.0,0.0,,,,2024-08-07 06:52:36.003
