acid,ts_cnt,bank_id,lchg_time,rcre_time,serial_num,lchg_user_id,rcre_user_id,event_serial_num,lim_inactive_date,lim_inactive_rmks,related_serial_num,lim_inactive_bod_date,lim_inactive_sys_date,updated_at
AC88861241,0,1,2009-11-13T15:12:48,2009-11-13T15:12:48,10,PUJANB,PUJANB,2,2009-11-12T00:00:00.000000,,11.0,2009-11-13T00:00:00.000000,2009-11-13T15:12:48,2024-08-07 06:55:04.547
AC49197413,0,1,2009-11-17T11:03:00.000000,2009-11-17T11:03:00.000000,6,PUJANB,PUJANB,2,2009-06-10T00:00:00.000000,,7.0,2009-11-17T00:00:00.000000,2009-11-17T11:03:00.000000,2024-08-07 06:55:04.547
AC49197413,0,1,2009-11-17T11:03:00.000000,2009-11-17T11:03:00.000000,7,PUJANB,PUJANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2009-11-18T12:02:42,2009-11-18T12:02:42,6,PUJANB,PUJANB,2,2009-11-18T00:00:00.000000,,7.0,2009-11-18T00:00:00.000000,2009-11-18T12:02:42,2024-08-07 06:55:04.547
AC68790479,0,1,2009-11-18T12:02:42,2009-11-18T12:02:42,7,PUJANB,PUJANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC25541251,0,1,2009-11-18T17:53:25,2009-11-18T17:53:25,2,BISHNUKG,BISHNUKG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC25541251,0,1,2009-11-18T17:53:25,2009-11-18T17:53:25,1,BISHNUKG,BISHNUKG,2,2009-11-18T00:00:00.000000,,2.0,2009-11-18T00:00:00.000000,2009-11-18T17:53:25,2024-08-07 06:55:04.547
AC68790479,0,1,2009-11-18T17:53:33,2009-11-18T17:53:33,7,BISHNUKG,BISHNUKG,2,2009-11-18T00:00:00.000000,,8.0,2009-11-18T00:00:00.000000,2009-11-18T17:53:33,2024-08-07 06:55:04.547
AC68790479,0,1,2009-11-18T17:53:33,2009-11-18T17:53:33,8,BISHNUKG,BISHNUKG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2009-11-20T13:33:14,2009-11-20T13:33:14,11,PUJANB,PUJANB,2,2009-11-20T00:00:00.000000,,12.0,2009-11-20T00:00:00.000000,2009-11-20T13:33:14,2024-08-07 06:55:04.547
AC88861241,0,1,2009-11-20T13:33:14,2009-11-20T13:33:14,12,PUJANB,PUJANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2009-11-25T11:32:47,2009-11-25T11:32:47,9,BISHNUKG,BISHNUKG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2009-11-25T11:32:47,2009-11-25T11:32:47,8,BISHNUKG,BISHNUKG,2,2009-11-25T00:00:00.000000,,9.0,2009-11-25T00:00:00.000000,2009-11-25T11:32:47,2024-08-07 06:55:04.547
AC68790479,0,1,2009-11-30T11:29:58,2009-11-30T11:29:58,9,AMITS,AMITS,2,2009-11-30T00:00:00.000000,,10.0,2009-11-30T00:00:00.000000,2009-11-30T11:29:58,2024-08-07 06:55:04.547
AC68790479,0,1,2009-11-30T11:29:58,2009-11-30T11:29:58,10,AMITS,AMITS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC29378633,0,1,2009-12-03T14:38:45,2009-12-03T14:38:45,1,SHANKARS,SHANKARS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2009-12-07T11:20:02,2009-12-07T11:20:02,11,ASHOKT,ASHOKT,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2009-12-07T11:20:02,2009-12-07T11:20:02,10,ASHOKT,ASHOKT,2,2009-12-07T00:00:00.000000,,11.0,2009-12-07T00:00:00.000000,2009-12-07T11:20:02,2024-08-07 06:55:04.547
AC68790479,0,1,2010-01-24T12:37:18,2010-01-24T12:37:18,11,AMITS,AMITS,2,2010-01-24T00:00:00.000000,,12.0,2010-01-24T00:00:00.000000,2010-01-24T12:37:18,2024-08-07 06:55:04.547
AC68790479,0,1,2010-01-24T12:37:18,2010-01-24T12:37:18,12,AMITS,AMITS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC18674572,0,1,2010-02-25T16:53:52,2010-02-25T16:53:52,1,RAMP,RAMP,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC53875380,0,1,2010-03-12T14:05:52,2010-03-12T14:05:52,1,SELINAA,SELINAA,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC53875380,0,1,2010-03-25T14:37:46,2010-03-25T14:37:46,1,BISHNUKG,BISHNUKG,2,2010-03-25T00:00:00.000000,,2.0,2010-03-25T00:00:00.000000,2010-03-25T14:37:46,2024-08-07 06:55:04.547
AC53875380,0,1,2010-03-25T14:37:46,2010-03-25T14:37:46,2,BISHNUKG,BISHNUKG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC38144236,0,1,2010-04-12T18:03:43,2010-04-12T18:03:43,2,AMITS,AMITS,2,2010-04-12T00:00:00.000000,,3.0,2010-04-12T00:00:00.000000,2010-04-12T18:03:43,2024-08-07 06:55:04.547
AC38144236,0,1,2010-04-12T18:03:43,2010-04-12T18:03:43,3,AMITS,AMITS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC59008353,0,1,2010-04-19T15:46:58,2010-04-19T15:46:58,1,PUJANB,PUJANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2010-04-28T14:10:43,2010-04-28T14:10:43,13,BISHNUKG,BISHNUKG,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2010-04-28T14:10:43,2010-04-28T14:10:43,12,BISHNUKG,BISHNUKG,2,2010-04-28T00:00:00.000000,,13.0,2010-04-28T00:00:00.000000,2010-04-28T14:10:43,2024-08-07 06:55:04.547
AC64084929,0,1,2010-06-23T12:39:39,2010-06-23T12:39:39,1,PUJANB,PUJANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2010-09-08T10:34:39,2010-09-08T10:34:39,13,PUJANB,PUJANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2010-09-08T10:34:39,2010-09-08T10:34:39,12,PUJANB,PUJANB,2,2010-09-01T00:00:00.000000,,13.0,2010-09-08T00:00:00.000000,2010-09-08T10:34:39,2024-08-07 06:55:04.547
AC88861241,0,1,2010-09-19T16:55:51,2010-09-19T16:55:51,13,AMITS,AMITS,2,2010-09-01T00:00:00.000000,,14.0,2010-09-19T00:00:00.000000,2010-09-19T16:55:51,2024-08-07 06:55:04.547
AC88861241,0,1,2010-09-19T16:55:51,2010-09-19T16:55:51,14,AMITS,AMITS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2010-09-20T10:57:28,2010-09-20T10:57:28,14,PUJANB,PUJANB,2,2010-09-01T00:00:00.000000,,15.0,2010-09-20T00:00:00.000000,2010-09-20T10:57:28,2024-08-07 06:55:04.547
AC88861241,0,1,2010-09-20T10:57:28,2010-09-20T10:57:28,15,PUJANB,PUJANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2010-09-23T18:14:16,2010-09-23T18:14:16,15,AMITS,AMITS,2,2010-09-16T00:00:00.000000,,16.0,2010-09-23T00:00:00.000000,2010-09-23T18:14:16,2024-08-07 06:55:04.547
AC88861241,0,1,2010-09-23T18:14:16,2010-09-23T18:14:16,16,AMITS,AMITS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2010-10-24T18:09:00.000000,2010-10-24T18:09:00.000000,16,SAGARM,SAGARM,2,2010-09-16T00:00:00.000000,,17.0,2010-10-24T00:00:00.000000,2010-10-24T18:09:00.000000,2024-08-07 06:55:04.547
AC88861241,0,1,2010-10-24T18:09:00.000000,2010-10-24T18:09:00.000000,17,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2010-10-24T18:37:37,2010-10-24T18:37:37,17,PUJANB,PUJANB,2,2010-09-16T00:00:00.000000,,18.0,2010-10-24T00:00:00.000000,2010-10-24T18:37:37,2024-08-07 06:55:04.547
AC88861241,0,1,2010-10-24T18:37:37,2010-10-24T18:37:37,18,PUJANB,PUJANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2010-10-29T14:21:38,2010-10-29T14:21:38,19,SAILUB,SAILUB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2010-10-29T14:21:38,2010-10-29T14:21:38,18,SAILUB,SAILUB,2,2010-09-16T00:00:00.000000,,19.0,2010-10-29T00:00:00.000000,2010-10-29T14:21:38,2024-08-07 06:55:04.547
AC88861241,0,1,2010-10-29T14:41:39,2010-10-29T14:41:39,19,SAILUB,SAILUB,2,2010-09-16T00:00:00.000000,,20.0,2010-10-29T00:00:00.000000,2010-10-29T14:41:39,2024-08-07 06:55:04.547
AC88861241,0,1,2010-10-29T14:41:39,2010-10-29T14:41:39,20,SAILUB,SAILUB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2010-10-31T10:34:48,2010-10-31T10:34:48,14,AMITS,AMITS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2010-10-31T10:34:48,2010-10-31T10:34:48,13,AMITS,AMITS,2,2010-10-31T00:00:00.000000,,14.0,2010-10-31T00:00:00.000000,2010-10-31T10:34:48,2024-08-07 06:55:04.547
AC64084929,0,1,2010-10-31T10:35:13,2010-10-31T10:35:13,2,AMITS,AMITS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC64084929,0,1,2010-10-31T10:35:13,2010-10-31T10:35:13,1,AMITS,AMITS,2,2010-10-31T00:00:00.000000,,2.0,2010-10-31T00:00:00.000000,2010-10-31T10:35:13,2024-08-07 06:55:04.547
AC53875380,0,1,2010-10-31T10:38:47,2010-10-31T10:38:47,3,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC53875380,0,1,2010-10-31T10:38:47,2010-10-31T10:38:47,2,SAGARM,SAGARM,2,2010-03-25T00:00:00.000000,,3.0,2010-10-31T00:00:00.000000,2010-10-31T10:38:47,2024-08-07 06:55:04.547
AC53875380,0,1,2010-10-31T10:45:09,2010-10-31T10:45:09,3,AMITS,AMITS,2,2010-10-31T00:00:00.000000,,4.0,2010-10-31T00:00:00.000000,2010-10-31T10:45:09,2024-08-07 06:55:04.547
AC53875380,0,1,2010-10-31T10:45:09,2010-10-31T10:45:09,4,AMITS,AMITS,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2010-11-03T16:58:27,2010-11-03T16:58:27,21,PUJANB,PUJANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2010-11-03T16:58:27,2010-11-03T16:58:27,20,PUJANB,PUJANB,2,2010-10-13T00:00:00.000000,,21.0,2010-11-03T00:00:00.000000,2010-11-03T16:58:27,2024-08-07 06:55:04.547
AC88861241,0,1,2010-11-03T17:37:45,2010-11-03T17:37:45,21,SAILUB,SAILUB,2,2010-10-13T00:00:00.000000,,22.0,2010-11-03T00:00:00.000000,2010-11-03T17:37:45,2024-08-07 06:55:04.547
AC88861241,0,1,2010-11-03T17:37:45,2010-11-03T17:37:45,22,SAILUB,SAILUB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC53875380,0,1,2010-11-16T17:32:14,2010-11-16T17:32:14,4,PUJANB,PUJANB,2,2010-11-16T00:00:00.000000,,5.0,2010-11-16T00:00:00.000000,2010-11-16T17:32:14,2024-08-07 06:55:04.547
AC53875380,0,1,2010-11-16T17:32:14,2010-11-16T17:32:14,5,PUJANB,PUJANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2010-11-16T17:32:27,2010-11-16T17:32:27,15,PUJANB,PUJANB,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC68790479,0,1,2010-11-16T17:32:27,2010-11-16T17:32:27,14,PUJANB,PUJANB,2,2010-11-16T00:00:00.000000,,15.0,2010-11-16T00:00:00.000000,2010-11-16T17:32:27,2024-08-07 06:55:04.547
AC88861241,0,1,2010-11-18T18:07:42,2010-11-18T18:07:42,22,SAGARM,SAGARM,2,2010-09-16T00:00:00.000000,,23.0,2010-11-18T00:00:00.000000,2010-11-18T18:07:42,2024-08-07 06:55:04.547
AC88861241,0,1,2010-11-18T18:07:42,2010-11-18T18:07:42,23,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
AC88861241,0,1,2010-11-18T18:44:12,2010-11-18T18:44:12,23,SAGARM,SAGARM,2,2010-09-16T00:00:00.000000,,24.0,2010-11-18T00:00:00.000000,2010-11-18T18:44:12,2024-08-07 06:55:04.547
AC88861241,0,1,2010-11-18T18:44:12,2010-11-18T18:44:12,24,SAGARM,SAGARM,1,2099-12-31T00:00:00.000000,,,,,2024-08-07 06:55:04.547
