liab,ts_cnt,bank_id,end_date,cont_liab,lchg_time,rcre_time,sanct_lim,fruct_liab,start_date,drwng_power,limit_b2kid,lchg_user_id,rcre_user_id,secured_liab,treasury_liab,user_maint_liab,limit_crncy_code,bg_effective_liab,util_limit_fund_based,util_limit_non_fund_based,treasury_liab_from_children,user_maint_liab_from_children,updated_at
0.0,1,1,2013-08-28T00:00:00.000000,22249416.57,2013-08-29T16:12:29,2013-08-23T18:40:30,35000000.0,0.0,2013-08-23T00:00:00.000000,35000000.0,DC13997,SATISHRS,RM0486,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
0.0,2,1,2013-08-31T00:00:00.000000,243047.0,2013-09-01T15:30:50,2013-07-18T17:47:12,10000000.0,0.0,2013-07-18T00:00:00.000000,9756000.0,DC15011,SAGARM,RM0486,0,,0,NPR,-243047,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-08-31T00:00:00.000000,18660800.99,2013-09-01T18:00:55,2013-08-29T16:12:29,35000000.0,0.0,2013-08-29T00:00:00.000000,35000000.0,DC13997,RAJESHR,SATISHRS,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
1610000.0,1,1,2013-08-31T00:00:00.000000,5100000.0,2013-09-01T18:22:19,2013-08-29T14:37:11,40000000.0,0.0,2013-08-29T00:00:00.000000,40000000.0,DC14144,SATISHRS,SAGARM,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-09-03T00:00:00.000000,21919853.49,2013-09-04T19:06:50,2013-09-01T18:00:55,35000000.0,0.0,2013-09-01T00:00:00.000000,35000000.0,DC13997,CD0122,RAJESHR,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
525000.0,1,1,2013-09-05T00:00:00.000000,5100000.0,2013-09-06T18:39:20,2013-09-01T18:22:19,40000000.0,0.0,2013-09-01T00:00:00.000000,40000000.0,DC14144,RM0486,SATISHRS,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-09-10T00:00:00.000000,29285959.15,2013-09-11T18:22:10,2013-09-04T19:06:50,35000000.0,0.0,2013-09-04T00:00:00.000000,35000000.0,DC13997,PRIYANKAS,CD0122,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
0.0,3,1,2013-09-11T00:00:00.000000,36708727.16,2013-09-12T14:52:45,2013-09-11T18:22:10,40000000.0,0.0,2013-09-11T00:00:00.000000,40000000.0,DC13997,SATISHRS,PRIYANKAS,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-09-19T00:00:00.000000,33120111.58,2013-09-20T16:33:53,2013-09-12T14:52:45,40000000.0,0.0,2013-09-12T00:00:00.000000,40000000.0,DC13997,RM0486,SATISHRS,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-09-23T00:00:00.000000,37411490.98,2013-09-24T18:04:55,2013-09-20T16:33:53,40000000.0,0.0,2013-09-20T00:00:00.000000,40000000.0,DC13997,SATISHRS,RM0486,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-09-24T00:00:00.000000,33822875.4,2013-09-25T15:52:19,2013-09-24T18:04:55,40000000.0,0.0,2013-09-24T00:00:00.000000,40000000.0,DC13997,SATISHRS,SATISHRS,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
525000.0,1,1,2013-10-01T00:00:00.000000,6584700.0,2013-10-02T17:46:08,2013-09-06T18:39:20,40000000.0,0.0,2013-09-06T00:00:00.000000,40000000.0,DC14144,SAGARM,RM0486,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-10-02T00:00:00.000000,33464013.84,2013-10-03T12:09:07,2013-09-25T15:52:19,40000000.0,0.0,2013-09-25T00:00:00.000000,40000000.0,DC13997,DEEPAKA,SATISHRS,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
525000.0,1,1,2013-10-03T00:00:00.000000,6584700.0,2013-10-04T13:20:08,2013-10-02T17:46:08,40000000.0,0.0,2013-10-02T00:00:00.000000,40000000.0,DC14144,CD0122,SAGARM,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
525000.0,1,1,2013-10-06T00:00:00.000000,8639740.0,2013-10-07T10:44:07,2013-10-04T13:20:08,40000000.0,0.0,2013-10-04T00:00:00.000000,40000000.0,DC14144,SATISHRS,CD0122,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-10-08T00:00:00.000000,243047.0,2013-10-09T15:28:21,2013-09-01T15:30:50,10000000.0,0.0,2013-09-01T00:00:00.000000,9756000.0,DC15011,DEEPAKA,SAGARM,0,,0,NPR,-243047,0,0.0,,0,2024-08-07 06:53:51.932
0.0,2,1,2013-10-08T00:00:00.000000,29893387.59,2013-10-09T16:01:45,2013-10-03T12:09:07,40000000.0,0.0,2013-10-03T00:00:00.000000,40000000.0,DC13997,SATISHRS,DEEPAKA,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-10-22T00:00:00.000000,8639740.0,2013-10-23T12:07:43,2013-10-07T10:44:07,40000000.0,0.0,2013-10-07T00:00:00.000000,40000000.0,DC14144,SAGARM,SATISHRS,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-10-23T00:00:00.000000,8639740.0,2013-10-24T18:07:23,2013-10-23T12:07:43,40000000.0,0.0,2013-10-23T00:00:00.000000,40000000.0,DC14144,RM0486,SAGARM,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-10-26T00:00:00.000000,26399209.27,2013-10-27T13:52:10,2013-10-09T16:01:45,40000000.0,0.0,2013-10-09T00:00:00.000000,40000000.0,DC13997,CD0122,SATISHRS,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
0.0,3,1,2013-10-29T00:00:00.000000,26605008.43,2013-10-30T12:49:06,2013-10-27T13:52:10,40000000.0,0.0,2013-10-27T00:00:00.000000,40000000.0,DC13997,DEEPAKA,CD0122,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
0.0,3,1,2013-10-30T00:00:00.000000,27405008.43,2013-10-31T17:13:41,2013-10-30T12:49:06,35000000.0,0.0,2013-10-30T00:00:00.000000,35000000.0,DC13997,SATISHRS,DEEPAKA,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-10-31T00:00:00.000000,243047.0,2013-11-01T13:31:56,2013-10-09T15:28:21,10000000.0,0.0,2013-10-09T00:00:00.000000,9756000.0,DC15011,DEEPAKA,DEEPAKA,0,,0,NPR,-243047,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-11-09T00:00:00.000000,23721955.6,2013-11-10T17:04:43,2013-10-31T17:13:41,35000000.0,0.0,2013-10-31T00:00:00.000000,35000000.0,DC13997,RM0486,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-11-10T00:00:00.000000,28470403.1,2013-11-11T14:00:03,2013-11-10T17:04:43,35000000.0,0.0,2013-11-10T00:00:00.000000,35000000.0,DC13997,SATISHRS,RM0486,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,2,1,2013-11-11T00:00:00.000000,27703426.81,2013-11-12T15:52:56,2013-11-11T14:00:03,35000000.0,0.0,2013-11-11T00:00:00.000000,35000000.0,DC13997,SATISHRS,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-11-14T00:00:00.000000,11947865.0,2013-11-15T15:07:59,2013-10-24T18:07:23,40000000.0,0.0,2013-10-24T00:00:00.000000,40000000.0,DC14144,DHRUBAM,RM0486,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-11-23T00:00:00.000000,23997663.25,2013-11-24T15:38:15,2013-11-12T15:52:56,35000000.0,0.0,2013-11-12T00:00:00.000000,35000000.0,DC13997,SATISHRS,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
25850000.0,4,1,2013-11-27T00:00:00.000000,13623995.06,2013-11-28T14:55:00.000000,2013-11-15T15:07:59,40000000.0,0.0,2013-11-15T00:00:00.000000,40000000.0,DC14144,BASANTAG,DHRUBAM,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-11-27T00:00:00.000000,16631557.59,2013-11-28T16:51:44,2013-11-24T15:38:15,35000000.0,0.0,2013-11-24T00:00:00.000000,35000000.0,DC13997,RM0486,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-12-02T00:00:00.000000,23870172.96,2013-12-03T12:25:30,2013-11-28T16:51:44,35000000.0,0.0,2013-11-28T00:00:00.000000,35000000.0,DC13997,CD0122,RM0486,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-12-02T00:00:00.000000,243047.0,2013-12-03T16:27:17,2013-11-01T13:31:56,10000000.0,0.0,2013-11-01T00:00:00.000000,9756000.0,DC15011,SAGARM,DEEPAKA,0,,0,NPR,-243047,0,0.0,,0,2024-08-07 06:53:51.932
24000000.0,3,1,2013-12-03T00:00:00.000000,11568955.06,2013-12-04T17:09:08,2013-11-28T14:55:00.000000,40000000.0,0.0,2013-11-28T00:00:00.000000,40000000.0,DC14144,CD0122,BASANTAG,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,3,1,2013-12-04T00:00:00.000000,243047.0,2013-12-05T14:41:57,2013-12-03T16:27:17,10000000.0,0.0,2013-12-03T00:00:00.000000,6000000.0,DC15011,AMITS,SAGARM,0,,0,NPR,-243047,0,0.0,,0,2024-08-07 06:53:51.932
23035501.45,2,1,2013-12-08T00:00:00.000000,9894663.59,2013-12-09T19:59:00.000000,2013-12-04T17:09:08,40000000.0,0.0,2013-12-04T00:00:00.000000,40000000.0,DC14144,SYSTEM,CD0122,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
21350000.0,1,1,2013-12-09T00:00:00.000000,9894663.59,2013-12-10T17:16:45,2013-12-09T19:59:00.000000,40000000.0,0.0,2013-12-09T00:00:00.000000,40000000.0,DC14144,CD0122,SYSTEM,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
21350000.0,1,1,2013-12-11T00:00:00.000000,8409963.59,2013-12-12T17:54:32,2013-12-10T17:16:45,40000000.0,0.0,2013-12-10T00:00:00.000000,40000000.0,DC14144,CD0122,CD0122,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
21350000.0,1,1,2013-12-14T00:00:00.000000,8408124.99,2013-12-15T16:26:50,2013-12-12T17:54:32,40000000.0,0.0,2013-12-12T00:00:00.000000,40000000.0,DC14144,CD0122,CD0122,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,1,1,2013-12-17T00:00:00.000000,20158788.96,2013-12-18T17:39:39,2013-12-03T12:25:30,35000000.0,0.0,2013-12-03T00:00:00.000000,35000000.0,DC13997,CD0122,CD0122,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,2,1,2013-12-18T00:00:00.000000,30705541.26,2013-12-19T13:13:27,2013-12-18T17:39:39,35000000.0,0.0,2013-12-18T00:00:00.000000,35000000.0,DC13997,DEEPAKA,CD0122,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
1000000.0,3,1,2013-12-21T00:00:00.000000,27007424.26,2013-12-22T15:08:24,2013-12-19T13:13:27,35000000.0,0.0,2013-12-19T00:00:00.000000,35000000.0,DC13997,PRIYANKAS,DEEPAKA,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,2,1,2013-12-25T00:00:00.000000,243047.0,2013-12-26T18:33:59,2013-12-05T14:41:57,10000000.0,0.0,2013-12-05T00:00:00.000000,4000000.0,DC15011,RM0486,AMITS,0,,0,NPR,-243047,0,0.0,,0,2024-08-07 06:53:51.932
1000000.0,3,1,2013-12-26T00:00:00.000000,38376764.26,2013-12-27T15:09:34,2013-12-22T15:08:24,40000000.0,0.0,2013-12-22T00:00:00.000000,40000000.0,DC13997,SATISHRS,PRIYANKAS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
2862000.0,4,1,2013-12-30T00:00:00.000000,243047.0,2013-12-31T18:22:34,2013-12-26T18:33:59,10000000.0,0.0,2013-12-26T00:00:00.000000,4000000.0,DC15011,RABINB,RM0486,0,,0,NPR,-243047,0,0.0,,0,2024-08-07 06:53:51.932
4323000.0,2,1,2013-12-31T00:00:00.000000,34703155.16,2014-01-01T15:30:09,2013-12-27T15:09:34,40000000.0,0.0,2013-12-27T00:00:00.000000,40000000.0,DC13997,SATISHRS,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
2800000.0,1,1,2014-01-02T00:00:00.000000,34703155.16,2014-01-03T11:42:01,2014-01-01T15:30:09,40000000.0,0.0,2014-01-01T00:00:00.000000,40000000.0,DC13997,SATISHRS,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
32322000.0,6,1,2014-01-04T00:00:00.000000,5099999.99,2014-01-05T17:43:09,2013-12-15T16:26:50,40000000.0,0.0,2013-12-15T00:00:00.000000,40000000.0,DC14144,BASANTAG,CD0122,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,2,1,2014-01-07T00:00:00.000000,34703155.16,2014-01-08T12:35:45,2014-01-03T11:42:01,40000000.0,0.0,2014-01-03T00:00:00.000000,40000000.0,DC13997,PRIYANKAS,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
2862000.0,1,1,2014-01-07T00:00:00.000000,243047.0,2014-01-08T16:57:00.000000,2013-12-31T18:22:34,10000000.0,0.0,2013-12-31T00:00:00.000000,4000000.0,DC15011,RM0486,RABINB,0,,0,NPR,-243047,0,0.0,,0,2024-08-07 06:53:51.932
11972000.0,1,1,2014-01-07T00:00:00.000000,5099999.99,2014-01-08T18:28:43,2014-01-05T17:43:09,40000000.0,0.0,2014-01-05T00:00:00.000000,40000000.0,DC14144,CD0122,BASANTAG,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
1000000.0,1,1,2014-01-12T00:00:00.000000,34703155.16,2014-01-13T17:41:26,2014-01-08T12:35:45,40000000.0,0.0,2014-01-08T00:00:00.000000,40000000.0,DC13997,SAGARM,PRIYANKAS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
4000000.0,2,1,2014-01-15T00:00:00.000000,29954707.66,2014-01-16T17:03:36,2014-01-13T17:41:26,40000000.0,0.0,2014-01-13T00:00:00.000000,40000000.0,DC13997,SATISHRS,SAGARM,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
2862000.0,1,1,2014-01-20T00:00:00.000000,103800.0,2014-01-21T13:01:30,2014-01-08T16:57:00.000000,10000000.0,0.0,2014-01-08T00:00:00.000000,4000000.0,DC15011,RM0486,RM0486,0,,0,NPR,-103800,0,0.0,,0,2024-08-07 06:53:51.932
7102000.0,2,1,2014-01-22T00:00:00.000000,26507747.96,2014-01-23T11:23:48,2014-01-16T17:03:36,40000000.0,0.0,2014-01-16T00:00:00.000000,40000000.0,DC13997,BASANTAG,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
5802000.0,1,1,2014-01-25T00:00:00.000000,26507747.96,2014-01-26T15:11:42,2014-01-23T11:23:48,40000000.0,0.0,2014-01-23T00:00:00.000000,40000000.0,DC13997,RM0486,BASANTAG,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
5802000.0,1,1,2014-01-27T00:00:00.000000,30800575.2,2014-01-28T17:12:03,2014-01-26T15:11:42,40000000.0,0.0,2014-01-26T00:00:00.000000,40000000.0,DC13997,DHRUBAM,RM0486,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
4002000.0,2,1,2014-01-28T00:00:00.000000,30800575.2,2014-01-29T13:28:03,2014-01-28T17:12:03,40000000.0,0.0,2014-01-28T00:00:00.000000,40000000.0,DC13997,SATISHRS,DHRUBAM,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
7104000.0,2,1,2014-02-02T00:00:00.000000,27353615.5,2014-02-03T14:20:53,2014-01-29T13:28:03,40000000.0,0.0,2014-01-29T00:00:00.000000,40000000.0,DC13997,CD0122,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
4954000.0,2,1,2014-02-06T00:00:00.000000,27353615.5,2014-02-07T14:20:25,2014-02-03T14:20:53,40000000.0,0.0,2014-02-03T00:00:00.000000,40000000.0,DC13997,RM0486,CD0122,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
3854000.0,3,1,2014-02-08T00:00:00.000000,34635672.67,2014-02-09T14:35:35,2014-02-07T14:20:25,40000000.0,0.0,2014-02-07T00:00:00.000000,40000000.0,DC13997,CD0122,RM0486,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
6777000.0,2,1,2014-02-10T00:00:00.000000,31387031.2,2014-02-11T16:39:36,2014-02-09T14:35:35,40000000.0,0.0,2014-02-09T00:00:00.000000,40000000.0,DC13997,CD0122,CD0122,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
4910000.0,2,1,2014-02-11T00:00:00.000000,31387031.2,2014-02-12T18:22:25,2014-02-11T16:39:36,40000000.0,0.0,2014-02-11T00:00:00.000000,40000000.0,DC13997,CD0122,CD0122,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
4410000.0,1,1,2014-02-12T00:00:00.000000,31387031.2,2014-02-13T16:41:56,2014-02-12T18:22:25,40000000.0,0.0,2014-02-12T00:00:00.000000,40000000.0,DC13997,CD0122,CD0122,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
14690000.0,1,1,2014-02-12T00:00:00.000000,5099999.99,2014-02-13T20:41:04,2014-01-08T18:28:43,40000000.0,0.0,2014-01-08T00:00:00.000000,40000000.0,DC14144,SYSTEM,CD0122,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
2923000.0,2,1,2014-02-13T00:00:00.000000,31387031.2,2014-02-14T14:18:25,2014-02-13T16:41:56,40000000.0,0.0,2014-02-13T00:00:00.000000,40000000.0,DC13997,CD0122,CD0122,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
6026000.0,3,1,2014-02-16T00:00:00.000000,27605255.51,2014-02-17T17:15:37,2014-02-14T14:18:25,40000000.0,0.0,2014-02-14T00:00:00.000000,40000000.0,DC13997,CD0122,CD0122,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
4026000.0,1,1,2014-02-17T00:00:00.000000,27605255.51,2014-02-18T11:53:45,2014-02-17T17:15:37,40000000.0,0.0,2014-02-17T00:00:00.000000,40000000.0,DC13997,RM0486,CD0122,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
4026000.0,1,1,2014-02-20T00:00:00.000000,35122460.77,2014-02-21T11:11:31,2014-02-18T11:53:45,40000000.0,0.0,2014-02-18T00:00:00.000000,40000000.0,DC13997,SATISHRS,RM0486,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
2203000.0,2,1,2014-02-22T00:00:00.000000,35122460.77,2014-02-23T16:09:25,2014-02-21T11:11:31,40000000.0,0.0,2014-02-21T00:00:00.000000,40000000.0,DC13997,RM0486,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
2203000.0,1,1,2014-02-23T00:00:00.000000,37777966.28,2014-02-24T18:27:50,2014-02-23T16:09:25,40000000.0,0.0,2014-02-23T00:00:00.000000,40000000.0,DC13997,CD0122,RM0486,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
1403000.0,1,1,2014-02-24T00:00:00.000000,37777966.28,2014-02-25T13:05:52,2014-02-24T18:27:50,40000000.0,0.0,2014-02-24T00:00:00.000000,40000000.0,DC13997,SATISHRS,CD0122,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
13690000.0,1,1,2014-02-24T00:00:00.000000,5099999.99,2014-02-25T15:05:39,2014-02-13T20:41:04,40000000.0,0.0,2014-02-13T00:00:00.000000,40000000.0,DC14144,RM0486,SYSTEM,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
2862000.0,2,1,2014-02-24T00:00:00.000000,0.0,2014-02-25T16:42:21,2014-01-21T13:01:30,10000000.0,0.0,2014-01-21T00:00:00.000000,4000000.0,DC15011,AMITS,RM0486,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
0.0,10,1,2014-02-25T00:00:00.000000,5100000.0,2014-02-26T12:35:33,2014-02-25T15:05:39,40000000.0,0.0,2014-02-25T00:00:00.000000,5100000.0,DC14144,PRIYANKAS,RM0486,0,,0,NPR,-5100000,0,0.0,,0,2024-08-07 06:53:51.932
0.0,3,1,2099-12-31T00:00:00.000000,0.0,2014-02-26T18:51:43,2014-02-26T12:35:33,40000000.0,0.0,2014-02-26T00:00:00.000000,0.0,DC14144,RABINB,PRIYANKAS,0,,0,NPR,0,0,0.0,,0,2024-08-07 06:53:51.932
4530000.0,2,1,2014-02-27T00:00:00.000000,34302675.41,2014-02-28T13:16:12,2014-02-25T13:05:52,40000000.0,0.0,2014-02-25T00:00:00.000000,40000000.0,DC13997,SATISHRS,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
2827000.0,2,1,2014-03-02T00:00:00.000000,34302675.41,2014-03-03T18:25:26,2014-02-28T13:16:12,40000000.0,0.0,2014-02-28T00:00:00.000000,40000000.0,DC13997,SATISHRS,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
221000.0,1,1,2014-03-03T00:00:00.000000,34302675.41,2014-03-04T13:25:00.000000,2014-03-03T18:25:26,40000000.0,0.0,2014-03-03T00:00:00.000000,40000000.0,DC13997,SATISHRS,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
3348000.0,2,1,2014-03-05T00:00:00.000000,30827384.54,2014-03-06T11:40:21,2014-03-04T13:25:00.000000,40000000.0,0.0,2014-03-04T00:00:00.000000,40000000.0,DC13997,SATISHRS,SATISHRS,0,,0,NPR,-800000,0,0.0,,0,2024-08-07 06:53:51.932
